Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
European Equities;;;;;;;;;;;;;;
01-juin-23;;;;;;;;;;;;;;
All datapoints provided as of end of last active trading day.;;;;;;;;;;;;;;
NYXOAH;BE0974358906;NYXH;Euronext Brussels;EUR;7;7,18;7;7,18;31/05/2023 17:35;CET;744;5220,32;7,18;31/05/2023
OCI;NL0010558797;OCI;Euronext Amsterdam;EUR;20,43;20,85;20,29;20,79;31/05/2023 17:35;CET;1848207;38495477,08;20,79;31/05/2023
OENEO;FR0000052680;SBT;Euronext Paris;EUR;14;14,3;14;14,25;31/05/2023 17:35;CET;2983;42549,15;14,25;31/05/2023
OL GROUPE;FR0010428771;OLG;Euronext Paris;EUR;2,97;2,97;2,97;2,97;31/05/2023 17:17;CET;39;115,83;2,97;31/05/2023
ONTEX GROUP;BE0974276082;ONTEX;Euronext Brussels;EUR;7,24;7,27;7,12;7,12;31/05/2023 17:35;CET;221921;1589190,79;7,12;31/05/2023
ONWARD MEDICAL;NL0015000HT4;ONWD;Euronext Brussels, Amsterdam;EUR;5,9;5,98;5,8;5,82;31/05/2023 17:35;CET;13630;81286,92;5,82;31/05/2023
ORANGE;FR0000133308;ORA;Euronext Paris;EUR;11,202;11,3;11,124;11,172;31/05/2023 17:37;CET;20251790;226337098,1;11,172;31/05/2023
ORANGE BELGIUM;BE0003735496;OBEL;Euronext Brussels;EUR;13,88;14,06;13,54;13,6;31/05/2023 17:35;CET;6806;93355,56;13,6;31/05/2023
ORAPI;FR0000075392;ORAP;Euronext Paris;EUR;3,79;3,8;3,76;3,76;31/05/2023 17:23;CET;244;922,39;3,76;31/05/2023
ORDINA;NL0000440584;ORDI;Euronext Amsterdam;EUR;5,62;5,66;5,62;5,66;31/05/2023 17:35;CET;2788740;15782729,74;5,66;31/05/2023
OREGE;FR0010609206;OREGE;Euronext Paris;EUR;0,218;0,22;0,1805;0,2;31/05/2023 17:35;CET;106312;21310,36;0,2;31/05/2023
ORPEA;FR0000184798;ORP;Euronext Paris;EUR;2,07;2,119;1,979;1,979;31/05/2023 17:37;CET;3228016;6455330,48;1,979;31/05/2023
OSE IMMUNO;FR0012127173;OSE;Euronext Paris;EUR;3,68;3,76;3,62;3,655;31/05/2023 17:35;CET;29467;108757,75;3,655;31/05/2023
OVH;FR0014005HJ9;OVH;Euronext Paris;EUR;9,855;10,16;9,8;10,12;31/05/2023 17:35;CET;851029;8609511,52;10,12;31/05/2023
OXURION;BE0003846632;OXUR;Euronext Brussels;EUR;0,0054;0,0054;0,0038;0,004;31/05/2023 17:35;CET;54574787;233385,99;0,004;31/05/2023
PARAGON ID;FR0013318813;PID;Euronext Paris;EUR;28,4;28,8;28,4;28,8;31/05/2023 16:58;CET;105;2994;28,8;31/05/2023
PAREF;FR0010263202;PAR;Euronext Paris;EUR;57,5;57,5;56,5;56,5;31/05/2023 10:45;CET;60;3434;56,5;31/05/2023
PARROT;FR0004038263;PARRO;Euronext Paris;EUR;3,83;3,9;3,82;3,9;31/05/2023 17:35;CET;1037;4000,03;3,9;31/05/2023
PASSAT;FR0000038465;PSAT;Euronext Paris;EUR;5,05;5,1;4,92;5,1;31/05/2023 12:53;CET;269;1348,7;5,1;31/05/2023
PATRIMOINE ET COMM;FR0011027135;PAT;Euronext Paris;EUR;18,35;18,35;18,2;18,2;31/05/2023 17:35;CET;796;14566,1;18,2;31/05/2023
PAYTON PLANAR;IL0010830391;PAY;Euronext Brussels;EUR;9,6;9,6;9,6;9,6;31/05/2023 16:30;CET;625;6000;9,6;31/05/2023
PB HOLDING;NL0000336303;PBH;Euronext Amsterdam;EUR;3,15;3,15;2,99;3,01;31/05/2023 12:09;CET;5640;16978;3,01;31/05/2023
PCAS;FR0000053514;PCA;Euronext Paris;EUR;7,3;7,3;7;7;31/05/2023 16:12;CET;1448;10322,8;7;31/05/2023
PERNOD RICARD;FR0000120693;RI;Euronext Paris;EUR;203;203;199,95;202,1;31/05/2023 17:35;CET;1053484;212581388;202,1;31/05/2023
PERRIER (GERARD);FR0000061459;PERR;Euronext Paris;EUR;100,5;101;100,5;100,5;31/05/2023 17:35;CET;237;23828,5;100,5;31/05/2023
PERSHING;GG00BPFJTF46;PSH;Euronext Amsterdam;USD;34,1;34,45;34,05;34,15;31/05/2023 17:37;CET;72255;2471956,4;34,15;31/05/2023
PEUGEOT INVEST;FR0000064784;PEUG;Euronext Paris;EUR;99,9;99,9;97,9;98,5;31/05/2023 17:35;CET;4895;482402,6;98,5;31/05/2023
PHARMING GROUP;NL0010391025;PHARM;Euronext Amsterdam;EUR;1,145;1,158;1,131;1,139;31/05/2023 17:35;CET;6443348;7365196,87;1,139;31/05/2023
PHILIPS BUY BACK;NL0000009322;INPHI;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
PHILIPS KON;NL0000009538;PHIA;Euronext Amsterdam;EUR;18,16;18,288;17,626;17,646;31/05/2023 17:39;CET;7423839;131761466,8;17,646;31/05/2023
PIERRE VAC BSA ACT;FR001400B4H9;VACBS;Euronext Paris;EUR;0,215;0,22;0,215;0,217;31/05/2023 17:35;CET;28151;6117,27;0,217;31/05/2023
PIERRE VAC BSA CRE;FR001400B4G1;VACBT;Euronext Paris;EUR;0,44;0,44;0,44;0,44;26/05/2023 15:38;CET;12778;5622,32;0,44;31/05/2023
PIERRE VACANCES;FR0000073041;VAC;Euronext Paris;EUR;1,632;1,68;1,626;1,68;31/05/2023 17:35;CET;384460;640731,62;1,68;31/05/2023
PLAST.VAL LOIRE;FR0013252186;PVL;Euronext Paris;EUR;3,14;3,18;3,06;3,09;31/05/2023 17:05;CET;12753;39635,64;3,09;31/05/2023
PLASTIC OMNIUM;FR0000124570;POM;Euronext Paris;EUR;15,78;15,78;15,13;15,13;31/05/2023 17:36;CET;232654;3547536,53;15,13;31/05/2023
PORCELEYNE FLES;NL0000378669;PORF;Euronext Amsterdam;EUR;11,7;11,7;11,7;11,7;31/05/2023 13:15;CET;70;819;11,7;31/05/2023
POSTNL;NL0009739416;PNL;Euronext Amsterdam;EUR;1,4855;1,486;1,441;1,4495;31/05/2023 17:35;CET;3987967;5820352,39;1,4495;31/05/2023
POXEL;FR0012432516;POXEL;Euronext Paris;EUR;0,611;0,627;0,6;0,62;31/05/2023 17:35;CET;65676;39878,76;0,62;31/05/2023
PPLA CLASS A;BMG7209L1000;PPLAA;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
PPLA CLASS B;BMG7209L1182;PPLAB;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
PPLA European Unit;US69355L1098;PPLA;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
PRECIA;FR0014004EC4;PREC;Euronext Paris;EUR;27,4;29,5;26,6;29,5;31/05/2023 17:35;CET;3548;100162,8;29,5;31/05/2023
PROACTIS SA;FR0004052561;PROAC;Euronext Paris;EUR;0,104;0,104;0,103;0,103;25/05/2023 17:19;CET;202;20,81;0,103;31/05/2023
PRODWAYS;FR0012613610;PWG;Euronext Paris;EUR;2,13;2,23;2,13;2,205;31/05/2023 17:35;CET;12021;26238,54;2,205;31/05/2023
PROSUS;NL0013654783;PRX;Euronext Amsterdam;EUR;62,4;62,71;61,3;61,57;31/05/2023 17:35;CET;4072869;251903568,1;61,57;31/05/2023
PROXIMUS;BE0003810273;PROX;Euronext Brussels;EUR;7,124;7,306;7,088;7,262;31/05/2023 17:37;CET;1418005;10269043,93;7,262;31/05/2023
PUBLICIS GROUPE SA;FR0000130577;PUB;Euronext Paris;EUR;70,06;70,2;68,96;69,32;31/05/2023 17:35;CET;3599492;249638106,9;69,32;31/05/2023
QRF;BE0974272040;QRF;Euronext Brussels;EUR;10;10;10;10;31/05/2023 17:28;CET;608;6080;10;31/05/2023
QUADIENT;FR0000120560;QDT;Euronext Paris;EUR;17,76;17,94;17,16;17,16;31/05/2023 17:35;CET;98274;1697418,22;17,16;31/05/2023
QUESTFOR GR-PRICAF;BE0003730448;QFG;Euronext Brussels;EUR;5,6;5,6;5,52;5,52;31/05/2023 15:53;CET;4822;26810,8;5,52;31/05/2023
RALLYE;FR0000060618;RAL;Euronext Paris;EUR;0,912;0,912;0,879;0,89;31/05/2023 17:35;CET;8508;7598,03;0,89;31/05/2023
RAMSAY GEN SANTE;FR0000044471;GDS;Euronext Paris;EUR;20,1;20,1;20,1;20,1;31/05/2023 16:45;CET;37;743,7;20,1;31/05/2023
RANDSTAD NV;NL0000379121;RAND;Euronext Amsterdam;EUR;46,38;46,42;45,7;45,86;31/05/2023 17:35;CET;1899386;87199776,97;45,86;31/05/2023
RECTICEL;BE0003656676;RECT;Euronext Brussels;EUR;12,5;12,5;12,34;12,36;31/05/2023 17:35;CET;100638;1245013,44;12,36;31/05/2023
REINET INVESTMENTS;LU0383812293;REINA;Euronext Amsterdam;EUR;19,4;19,4;19,4;19,4;29/05/2023 16:04;CET;3020;58588;19,4;31/05/2023
RELX;GB00B2B0DG97;REN;Euronext Amsterdam;EUR;28,71;29,56;28,71;29,21;31/05/2023 17:38;CET;1586083;46388968,31;29,21;31/05/2023
REMY COINTREAU;FR0000130395;RCO;Euronext Paris;EUR;143,15;144,05;141,25;143,75;31/05/2023 17:35;CET;243178;34883565,15;143,75;31/05/2023
RENAULT;FR0000131906;RNO;Euronext Paris;EUR;32,45;32,45;31,185;31,285;31/05/2023 17:36;CET;1812685;57288278,33;31,285;31/05/2023
RENEWI;GB00BNR4T868;RWI;Euronext Amsterdam;EUR;6,46;6,46;6,26;6,3;31/05/2023 17:13;CET;37084;236168,64;6,3;31/05/2023
RETAIL ESTATES;BE0003720340;RET;Euronext Brussels, Amsterdam;EUR;63,4;64,9;62,1;64,1;31/05/2023 17:35;CET;26896;1716525,1;64,1;31/05/2023
REXEL;FR0010451203;RXL;Euronext Paris;EUR;19,3;19,42;19,03;19,12;31/05/2023 17:36;CET;1350689;25874962,28;19,12;31/05/2023
ROBERTET;FR0000039091;RBT;Euronext Paris;EUR;868;868;840;848;31/05/2023 17:35;CET;335;285532;848;31/05/2023
ROBERTET CDV 87;FR0000045619;CBR;Euronext Paris;EUR;188;188;188;188;02/11/2022 11:30;CET;4;752;188;31/05/2023
ROBERTET CI;FR0000045601;CBE;Euronext Paris;EUR;775,1;775,1;775,1;775,1;30/05/2023 16:51;CET;11;8526,1;775,1;31/05/2023
ROCHE BOBOIS;FR0013344173;RBO;Euronext Paris;EUR;43,5;43,6;43,3;43,3;31/05/2023 17:35;CET;251;10911;43,3;31/05/2023
ROODMICROTEC;NL0000440477;ROOD;Euronext Amsterdam;EUR;0,243;0,245;0,24;0,24;31/05/2023 17:35;CET;159482;38460,73;0,24;31/05/2023
ROTHSCHILD & CO;FR0000031684;ROTH;Euronext Paris;EUR;46,05;46,2;46,05;46,2;31/05/2023 17:35;CET;60025;2771198;46,2;31/05/2023
ROULARTA;BE0003741551;ROU;Euronext Brussels;EUR;17,2;17,2;17,05;17,05;31/05/2023 16:11;CET;1187;20302,25;17,05;31/05/2023
RUBIS;FR0013269123;RUI;Euronext Paris;EUR;25,56;25,62;25,44;25,5;31/05/2023 17:35;CET;467151;11913058,34;25,5;31/05/2023
RUBIS NV23;FR001400HYJ5;RUINV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;-;-
S.E.B.;FR0000121709;SK;Euronext Paris;EUR;89,05;89,7;87,45;87,8;31/05/2023 17:35;CET;551315;48436615,3;87,8;31/05/2023
SAFRAN;FR0000073272;SAF;Euronext Paris;EUR;136,2;138,12;135,34;135,44;31/05/2023 17:35;CET;1418160;192683245,7;135,44;31/05/2023
SAINT GOBAIN;FR0000125007;SGO;Euronext Paris, Amsterdam, Brussels;EUR;52,36;52,65;51,65;51,8;31/05/2023 17:36;CET;2324549;120682053,9;51,8;31/05/2023
SAINT JEAN GROUPE;FR0000060121;SABE;Euronext Paris;EUR;18,6;18,6;18,6;18,6;30/05/2023 11:30;CET;100;1860;18,6;31/05/2023
SAMSE;FR0000060071;SAMS;Euronext Paris;EUR;207;207;205;205;31/05/2023 16:22;CET;70;14445;205;31/05/2023
SANOFI;FR0000120578;SAN;Euronext Paris;EUR;94,3;96;94,22;94,88;31/05/2023 17:39;CET;3826660;364011603,9;94,88;31/05/2023
SARTORIUS STED BIO;FR0013154002;DIM;Euronext Paris;EUR;245,1;247,4;244,5;245,6;31/05/2023 17:35;CET;111561;27397997,4;245,6;31/05/2023
SAVENCIA;FR0000120107;SAVE;Euronext Paris;EUR;60,8;60,8;60,2;60,2;31/05/2023 17:35;CET;671;40507,2;60,2;31/05/2023
SBM OFFSHORE;NL0000360618;SBMO;Euronext Amsterdam;EUR;12,94;12,95;12,65;12,71;31/05/2023 17:36;CET;868370;11067273,31;12,71;31/05/2023
SCBSM;FR0006239109;CBSM;Euronext Paris;EUR;9,45;9,45;9,45;9,45;31/05/2023 09:00;CET;450;4252,5;9,45;31/05/2023
SCHEERD.V KERCHOVE;BE0012378593;SCHD;Euronext Brussels;EUR;474;474;474;474;31/05/2023 11:30;CET;13;6162;474;31/05/2023
SCHLUMBERGER;AN8068571086;SLB;Euronext Paris;EUR;41,3;41,395;40;40,36;31/05/2023 17:35;CET;16123;654061,94;40,36;31/05/2023
SCHNEIDER ELECTRIC;FR0000121972;SU;Euronext Paris;EUR;162,32;164,12;160,64;161,34;31/05/2023 17:36;CET;2045635;330531636,4;161,34;31/05/2023
SCOR SE;FR0010411983;SCR;Euronext Paris;EUR;24,04;24,28;23,7;23,91;31/05/2023 17:36;CET;849539;20323058,33;23,91;31/05/2023
SECHE ENVIRONNEM.;FR0000039109;SCHP;Euronext Paris;EUR;98;100,2;98;99,7;31/05/2023 17:35;CET;3584;355998;99,7;31/05/2023
SEGRO PLC;GB00B5ZN1N88;SGRO;Euronext Paris;EUR;11,3;11,3;11,3;11,3;07/04/2021 13:45;CET;500;5650;11,1;31/05/2023
SELCODIS;FR0000065492;SLCO;Euronext Paris;EUR;0,29;0,29;0,29;0,29;25/03/2009 00:00;CET;2074;601,46;0,29;31/05/2023
SELECTIRENTE;FR0004175842;SELER;Euronext Paris;EUR;100;100;100;100;31/05/2023 11:30;CET;10;1000;100;31/05/2023
SEQUANA MEDICAL;BE0974340722;SEQUA;Euronext Brussels;EUR;3,3;3,3;3,22;3,3;31/05/2023 17:35;CET;1677;5494,94;3,3;31/05/2023
SERGEFERRARI GROUP;FR0011950682;SEFER;Euronext Paris;EUR;14,22;14,22;13,7;13,72;31/05/2023 17:35;CET;4684;65101,86;13,72;31/05/2023
SES;LU0088087324;SESG;Euronext Paris;EUR;5,62;5,7;5,54;5,55;31/05/2023 17:35;CET;761846;4248715,15;5,55;31/05/2023
SES IMAGOTAG;FR0010282822;SESL;Euronext Paris;EUR;159;159;153,4;157,6;31/05/2023 17:35;CET;67717;10667615,2;157,6;31/05/2023
SHELL PLC;GB00BP6MXD84;SHELL;Euronext Amsterdam;EUR;26,5;26,665;26,015;26,19;31/05/2023 17:37;CET;15256642;400402484,1;26,19;31/05/2023
SHOWROOMPRIVE;FR0013006558;SRP;Euronext Paris;EUR;1,426;1,426;1,372;1,374;31/05/2023 17:35;CET;54778;75673,3;1,374;31/05/2023
SHURGARD;GG00BQZCBZ44;SHUR;Euronext Brussels;EUR;43,2;43,2;40,705;42,81;31/05/2023 17:35;CET;68575;2924507,79;42,81;31/05/2023
SIF HOLDING;NL0011660485;SIFG;Euronext Amsterdam;EUR;13,98;13,98;13,5;13,76;31/05/2023 17:35;CET;14464;199507,54;13,76;31/05/2023
SIGNIFY NV;NL0011821392;LIGHT;Euronext Amsterdam;EUR;24,73;24,82;23,76;23,84;31/05/2023 17:35;CET;930889;22504931,31;23,84;31/05/2023
SII;FR0000074122;SII;Euronext Paris;EUR;50,6;51,3;50;51;31/05/2023 17:35;CET;11028;561218,5;51;31/05/2023
SIPEF;BE0003898187;SIP;Euronext Brussels;EUR;59,4;59,5;58,7;58,7;31/05/2023 17:35;CET;1545;91472,4;58,7;31/05/2023
SLIGRO FOOD GROUP;NL0000817179;SLIGR;Euronext Amsterdam;EUR;15,58;15,7;15,4;15,7;31/05/2023 17:39;CET;44850;702193,46;15,7;31/05/2023
SMARTPHOTO GROUP;BE0974323553;SMAR;Euronext Brussels;EUR;27,8;27,8;27,6;27,6;31/05/2023 16:13;CET;157;4356,6;27,6;31/05/2023
SMCP;FR0013214145;SMCP;Euronext Paris;EUR;7,55;7,55;7,32;7,32;31/05/2023 17:39;CET;156889;1155460,49;7,32;31/05/2023
SNOWWORLD;NL0010627865;SNOW;Euronext Amsterdam;EUR;10,5;10,5;10,5;10,5;31/05/2023 17:35;CET;26;273;10,5;31/05/2023
SOC FRANC CASINOS;FR0010209809;SFCA;Euronext Paris;EUR;1,97;1,97;1,97;1,97;30/05/2023 16:30;CET;3;5,91;1,97;31/05/2023
SOCIETE GENERALE;FR0000130809;GLE;Euronext Paris;EUR;22,085;22,145;21,59;21,63;31/05/2023 17:37;CET;13463671;292362117,8;21,63;31/05/2023
SODEXO;FR0000121220;SW;Euronext Paris;EUR;100,75;101,65;100,45;101,05;31/05/2023 17:35;CET;332709;33623562,95;101,05;31/05/2023
SODITECH;FR0000078321;SEC;Euronext Paris;EUR;1,48;1,48;1,48;1,48;30/05/2023 16:30;CET;500;740;1,48;31/05/2023
SOFINA;BE0003717312;SOF;Euronext Brussels;EUR;198,5;199,9;193;193;31/05/2023 17:35;CET;129826;25123451,1;193;31/05/2023
SOGECLAIR;FR0000065864;SOG;Euronext Paris;EUR;18,5;18,7;18,4;18,5;31/05/2023 16:51;CET;13297;239522,3;18,5;31/05/2023
SOITEC;FR0013227113;SOI;Euronext Paris;EUR;130,05;133,65;128;130,95;31/05/2023 17:39;CET;87905;11516386,6;130,95;31/05/2023
SOLOCAL GROUP;FR00140006O9;LOCAL;Euronext Paris;EUR;0,162;0,1644;0,156;0,1582;31/05/2023 17:35;CET;483770;77112,23;0,1582;31/05/2023
SOLUTIONS 30 SE;FR0013379484;S30;Euronext Paris;EUR;2,98;3,02;2,93;3;31/05/2023 17:35;CET;298614;890437,34;3;31/05/2023
SOLVAC NOM(RETAIL);BE0003545531;SOLV;Euronext Brussels;EUR;108;109;104;109;31/05/2023 17:29;CET;1463;154847;109;31/05/2023
SOLVAY;BE0003470755;SOLB;Euronext Brussels, Paris;EUR;99,42;99,42;96,44;97,66;31/05/2023 17:35;CET;632073;61788316,66;97,66;31/05/2023
SOPRA STERIA GROUP;FR0000050809;SOP;Euronext Paris;EUR;170,1;177,6;169;175,6;31/05/2023 17:35;CET;71844;12569540;175,6;31/05/2023
SPADEL;BE0003798155;SPA;Euronext Brussels;EUR;170;170;170;170;24/05/2023 17:07;CET;75;12750;169;31/05/2023
SPIE;FR0012757854;SPIE;Euronext Paris;EUR;27,5;27,96;27,32;27,74;31/05/2023 17:35;CET;629135;17446357,74;27,74;31/05/2023
SPR1 ORD SHARES;NL0015000NM7;SPR1;Euronext Amsterdam;EUR;9,8;9,8;9,8;9,8;25/04/2023 14:45;CET;2;19,6;9,8;31/05/2023
SPR1T TREAS SHARES;NL0015000NL9;SPR1T;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
SPR1W WARRANTS;NL0015000NK1;SPR1W;Euronext Amsterdam;EUR;0,25;0,25;0,22;0,22;24/02/2022 17:35;CET;115000;27250;0,22;31/05/2023
SQLI;FR0011289040;SQI;Euronext Paris;EUR;43;43,4;42,8;43,4;31/05/2023 17:35;CET;444;19066;43,4;31/05/2023
ST DUPONT;FR0000054199;DPT;Euronext Paris;EUR;0,1265;0,1265;0,126;0,126;31/05/2023 17:35;CET;110;13,87;0,126;31/05/2023
ST GOBAIN NV 23;FR001400EB72;SGONV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;-;-
STEF;FR0000064271;STF;Euronext Paris;EUR;107;107;103,8;104;31/05/2023 17:35;CET;1922;202273,2;104;31/05/2023
STELLANTIS NV;NL00150001Q9;STLAP;Euronext Paris;EUR;14,544;14,582;14,142;14,19;31/05/2023 17:35;CET;5053151;72097008,48;14,19;31/05/2023
STMICROELECTRONICS;NL0000226223;STMPA;Euronext Paris;EUR;40;41,3;39,69;40,595;31/05/2023 17:35;CET;11052593;449047803,4;40,595;31/05/2023
SWORD GROUP;FR0004180578;SWP;Euronext Paris;EUR;39,5;39,65;39,35;39,65;31/05/2023 17:35;CET;3558;140587,7;39,65;31/05/2023
SYNERGIE;FR0000032658;SDG;Euronext Paris;EUR;31,7;31,7;31,2;31,6;31/05/2023 14:14;CET;1763;55826,85;31,6;31/05/2023
TARKETT;FR0004188670;TKTT;Euronext Paris;EUR;11,5;11,5;11,05;11,25;31/05/2023 17:35;CET;1190;13284,3;11,25;31/05/2023
TAYNINH;FR0000063307;TAYN;Euronext Paris;EUR;1,21;1,21;1,21;1,21;11/05/2023 16:30;CET;355;429,55;1,21;31/05/2023
TECHNICOLOR CS;FR001400BWV7;TCHCS;Euronext Paris;EUR;0,0919;0,0919;0,0903;0,0903;31/05/2023 17:35;CET;106173;9656,15;0,0903;31/05/2023
TECHNIP ENERGIES;NL0014559478;TE;Euronext Paris;EUR;19,005;19,33;18,38;18,545;31/05/2023 17:36;CET;814329;15118249,34;18,545;31/05/2023
TELENET GROUP;BE0003826436;TNET;Euronext Brussels;EUR;19,79;19,99;19,78;19,93;31/05/2023 17:35;CET;147833;2944953,39;19,93;31/05/2023
TELEPERFORMANCE;FR0000051807;TEP;Euronext Paris;EUR;141,5;141,5;137,85;139,9;31/05/2023 17:38;CET;478352;66866030,9;139,9;31/05/2023
TELEVERBIER;CH0008175645;TVRB;Euronext Paris;EUR;46;46;46;46;25/05/2023 11:30;CET;20;920;46;31/05/2023
TERACT;FR001400BMH7;TRACT;Euronext Paris;EUR;5,76;5,76;5,6;5,66;31/05/2023 17:26;CET;601;3408,4;5,66;31/05/2023
TERACT BS;FR0014000TB2;TERBS;Euronext Paris;EUR;0,0325;0,0325;0,0325;0,0325;12/05/2023 16:11;CET;3800;123,5;0,0325;31/05/2023
TESSENDERLO;BE0003555639;TESB;Euronext Brussels;EUR;29,05;29,1;28,25;28,45;31/05/2023 17:35;CET;74481;2124713,35;28,45;31/05/2023
TETRAGON FIN GRP;GG00B1RMC548;TFG;Euronext Amsterdam;USD;10;10,1;9,94;9,94;31/05/2023 17:04;CET;10688;107237;9,94;31/05/2023
TEXAF;BE0974263924;TEXF;Euronext Brussels;EUR;36,2;36,4;36,2;36,4;31/05/2023 15:25;CET;113;4099,2;36,4;31/05/2023
TF1;FR0000054900;TFI;Euronext Paris;EUR;6,57;6,575;6,435;6,49;31/05/2023 17:35;CET;348445;2266267,85;6,49;31/05/2023
TFF GROUP;FR0013295789;TFF;Euronext Paris;EUR;39,7;39,8;39,4;39,4;31/05/2023 17:26;CET;16198;639840;39,4;31/05/2023
THALES;FR0000121329;HO;Euronext Paris;EUR;131,05;133,05;130,3;130,3;31/05/2023 17:36;CET;737985;96398550,65;130,3;31/05/2023
THERMADOR GROUPE;FR0013333432;THEP;Euronext Paris;EUR;92,1;92,8;92;92,1;31/05/2023 17:35;CET;649;59819,4;92,1;31/05/2023
THUNDERBIRD;VGG885761061;TBIRD;Euronext Amsterdam;USD;0,06;0,06;0,06;0,06;31/05/2023 11:02;CET;22217;1333,02;0,06;31/05/2023
TIE KINETIX;NL0010389508;TIE;Euronext Amsterdam;EUR;18,3;18,3;18,3;18,3;31/05/2023 11:52;CET;35;640,5;18,3;31/05/2023
TIKEHAU CAPITAL;FR0013230612;TKO;Euronext Paris;EUR;23,4;23,6;23,25;23,6;31/05/2023 17:36;CET;22728;531603,95;23,6;31/05/2023
TINC;BE0974282148;TINC;Euronext Brussels;EUR;12;12;11,9;11,95;31/05/2023 17:35;CET;14834;177091,7;11,95;31/05/2023
TIPIAK;FR0000066482;TIPI;Euronext Paris;EUR;61;61;61;61;31/05/2023 12:15;CET;4;244;61;31/05/2023
TITAN CEMENT;BE0974338700;TITC;Euronext Brussels, Paris;EUR;16,24;16,54;16,14;16,46;31/05/2023 17:35;CET;85527;1398573,1;16,46;31/05/2023
TKH GROUP;NL0000852523;TWEKA;Euronext Amsterdam;EUR;47,14;47,5;46,22;46,42;31/05/2023 17:35;CET;107764;5026048,62;46,42;31/05/2023
TOMTOM;NL0013332471;TOM2;Euronext Amsterdam;EUR;7,3;7,33;7,13;7,14;31/05/2023 17:37;CET;187921;1412330,37;7,14;31/05/2023
TOTALENERGIES;FR0000120271;TTE;Euronext Paris, Brussels;EUR;53,51;54;52,26;53,08;31/05/2023 17:37;CET;20755907;1101062883;53,08;31/05/2023
TotalEnergiesGabon;GA0000121459;EC;Euronext Paris;EUR;184,2;184,2;180,8;183,4;31/05/2023 17:00;CET;520;95193;183,4;31/05/2023
TOUAX;FR0000033003;TOUP;Euronext Paris;EUR;7;7;6,88;6,88;31/05/2023 17:24;CET;2607;18049,14;6,88;31/05/2023
TOUR EIFFEL;FR0000036816;EIFF;Euronext Paris;EUR;16,1;16,1;15,75;16,1;31/05/2023 17:29;CET;637;10140,25;16,1;31/05/2023
TRANSGENE;FR0005175080;TNG;Euronext Paris;EUR;1,82;1,83;1,8;1,808;31/05/2023 17:35;CET;18476;33516,25;1,808;31/05/2023
TRIGANO;FR0005691656;TRI;Euronext Paris;EUR;127,8;127,8;126,2;126,7;31/05/2023 17:35;CET;18352;2325811,1;126,7;31/05/2023
TUBIZE-FIN;BE0003823409;TUB;Euronext Brussels;EUR;69,3;71,7;69,3;71,7;31/05/2023 17:35;CET;5673;402301,1;71,7;31/05/2023
UBISOFT ENTERTAIN;FR0000054470;UBI;Euronext Paris;EUR;26,19;26,76;26,1;26,53;31/05/2023 17:36;CET;825740;21894600,04;26,53;31/05/2023
UCB;BE0003739530;UCB;Euronext Brussels;EUR;80,1;81,94;79,62;81,52;31/05/2023 17:38;CET;706505;57512144,18;81,52;31/05/2023
UMG;NL0015000IY2;UMG;Euronext Amsterdam;EUR;18,57;18,7;18,34;18,5;31/05/2023 17:36;CET;18203672;336979235,8;18,5;31/05/2023
UMICORE;BE0974320526;UMI;Euronext Brussels;EUR;26,5;26,59;25,51;26;31/05/2023 17:37;CET;1496284;39089463,44;26;31/05/2023
UNIBAIL-RODAMCO-WE;FR0013326246;URW;Euronext Paris;EUR;43,47;44,2;42,51;42,8;31/05/2023 17:35;CET;1357077;59138366,44;42,8;31/05/2023
UNIBEL;FR0000054215;UNBL;Euronext Paris;EUR;975;980;975;980;26/05/2023 16:30;CET;5;4880;980;31/05/2023
UNIFIEDPOST GROUP;BE0974371032;UPG;Euronext Brussels;EUR;3,7;3,7;3,42;3,46;31/05/2023 17:35;CET;17773;62252,25;3,46;31/05/2023
UNILEVER;GB00B10RZP78;UNA;Euronext Amsterdam;EUR;46,555;47,26;46,42;46,795;31/05/2023 17:35;CET;2061695;96804516,22;46,795;31/05/2023
UNION TECH.INFOR.;FR0000074197;FPG;Euronext Paris;EUR;0,498;0,5;0,48;0,5;31/05/2023 10:40;CET;2006;969,6;0,5;31/05/2023
V LANSCHOT KEMPEN;NL0000302636;VLK;Euronext Amsterdam;EUR;26,15;26,25;25,5;25,6;31/05/2023 17:35;CET;143444;3687971,95;25,6;31/05/2023
VALEO;FR0013176526;FR;Euronext Paris;EUR;18,835;18,85;17,91;17,96;31/05/2023 17:35;CET;2576326;46805473,39;17,96;31/05/2023
VALLOUREC;FR0013506730;VK;Euronext Paris;EUR;9,92;9,988;9,762;9,782;31/05/2023 17:35;CET;1520178;14915221,63;9,782;31/05/2023
VALLOUREC BSA 21;FR00140030K7;VKBS;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;-;-
